track_name,artist_name,artist_count,released_year,released_month,released_day,streams,in_spotify_playlists,in_spotify_charts,bpm,key_signature,mode_type,danceability_percent,valence_percent,energy_percent,acousticness_percent,instrumentalness_percent,liveness_percent,speechiness_percent
Players,"Coi Leray",1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,0,0,95,62
"Bite Me",ENHYPEN,1,2023,5,22,349,69,76767396,8,96,5,0,56,105,0,0,80,69
"Stand By Me (feat. Morgan Wallen)","Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,23,82,6,0,113,134,0,0,76,61
Normal,Feid,1,2022,7,8,2461,36,459276435,47,66,45,5,6,170,0,0,71,59
"Hummingbird (Metro Boomin & James Blake)","James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,1,20,5,0,1,81,0,0,59,26
"Seu Brilho Sumiu - Ao Vivo","Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,7,29,51,1,29,154,0,0,63,75
"Bad Habit","Steve Lacy",1,2022,6,29,8186,12,822633917,155,72,131,16,29,169,0,0,69,69
"CUFF IT",Beyoncï¿,1,2022,7,29,7842,10,595900742,215,88,330,26,23,115,0,0,78,64
"Lilith (feat. SUGA of BTS) (Diablo IV Anthem)","Halsey, Suga",2,2023,6,5,215,6,51985779,6,14,8,2,4,84,0,0,43,14
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,39,14,48,2,3,93,0,0,79,58
"Niï¿½ï¿½a Bo","Sean Paul, Feid",2,2023,4,21,1305,34,115010040,29,26,43,5,44,91,0,0,82,47
"Search & Rescue",Drake,1,2023,4,7,2066,6,175097833,58,70,43,0,182,142,0,0,82,54
"AMERICA HAS A PROBLEM (feat. Kendrick Lamar)","Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066,34,2,33,0,1,126,0,0,78,20
"Lavender Haze","Taylor Swift",1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,0,0,73,10
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,3,10,3,0,0,101,0,0,92,59
Efecto,"Bad Bunny",1,2022,5,6,4004,33,1047480053,34,65,43,6,2,98,0,0,80,23
"Erro Gostoso - Ao Vivo","Simone Mendes",1,2023,1,27,984,5,153454328,8,57,76,2,49,154,0,0,59,63
Cupido,Tini,1,2023,2,14,1240,24,217672943,51,29,63,4,54,120,0,0,91,63
"Just Wanna Rock","Lil Uzi Vert",1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,0,0,49,4
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,"1,145",2,0,174,0,0,47,27
"Until I Found You","Stephen Sanchez",1,2021,9,1,4427,4,726434358,69,100,154,20,438,202,0,0,34,25
"Rich Flex","Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,0,0,56,42
"Easy On Me",Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142,0,0,60,13
"Cartï¿½ï¿½o B","MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,7,2,30,1,11,108,0,0,84,55
"Danger (Spider) (Offset & JID)","Offset, JID",2,2023,6,2,214,0,24975653,3,3,6,0,0,143,0,0,83,25
"Oi Balde - Ao Vivo","Zï¿½ï¿½ Neto & Crist",1,2023,2,14,845,2,145458418,12,57,47,1,33,108,0,0,67,55
"The Real Slim Shady",Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,17,104,0,0,95,78
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,41,22,56,4,84,93,0,0,84,96
"The Color Violet","Tory Lanez",1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,0,0,65,46
"Glimpse of Us",Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,0,0,44,27
"Mejor Que Yo","Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,9,13,11,0,1,178,0,0,62,56
Curtains,"Ed Sheeran",1,2023,5,5,715,0,39893489,37,3,27,0,50,176,0,0,50,44
"UNFORGIVEN (feat. Nile Rodgers)","Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,14,110,9,0,49,104,0,0,80,38
Haegeum,"Agust D",1,2023,4,21,244,12,118810253,6,84,10,2,9,85,0,0,70,83
"Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ","Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,17,7,41,1,29,117,0,0,77,69
"MIENTRAS ME CURO DEL CORA","Karol G",1,2023,2,24,1020,35,206399629,15,26,30,6,0,80,0,0,52,57
"Never Felt So Alone",Labrinth,1,2023,4,7,1730,3,117747907,46,5,51,0,20,98,0,0,44,36
"X SI VOLVEMOS","Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,0,0,79,58
ceilings,"Lizzy McAlpine",1,2022,4,8,3242,9,293186992,67,55,48,0,6,148,0,0,51,27
Cupid,"Fifty Fifty",1,2023,2,24,526,10,139681964,15,93,30,0,320,120,0,0,77,94
"I AM",IVE,1,2023,4,10,366,15,123132751,16,102,7,0,55,122,0,0,68,38
"Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe","sped up 8282",1,1997,1,1,472,2,103762518,0,0,6,0,0,144,0,0,74,75
"Shorty Party","Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96,0,0,93,47
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,16,103,9,0,55,137,0,0,77,35
"Slut Me Out","NLE Choppa",1,2022,4,22,816,4,190490915,21,4,13,0,4,121,0,0,94,71
"Double Fantasy (with Future)","The Weeknd, Future",2,2023,4,21,1169,0,96180277,36,65,28,0,0,119,0,0,60,10
"All Of The Girls You Loved Before","Taylor Swift",1,2019,8,23,1282,6,185240616,26,6,19,0,5,96,0,0,72,40
PROVENZA,"Karol G",1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,0,0,87,53
"Princess Diana (with Nicki Minaj)","Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,0,0,0,0,0,148,0,0,90,74
"Di Que Si","Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,4,64,4,2,37,182,0,0,57,80
Shivers,"Ed Sheeran",1,2021,9,9,10147,30,1302184087,234,71,543,18,0,141,0,0,79,82
"Igualito a Mi Apï¿","Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,8,84,5,1,4,145,0,0,76,80
"Shoong! (feat. LISA of BLACKPINK)","TAEYANG, Lisa",2,2023,4,25,351,9,76910644,16,90,10,0,64,110,0,0,76,26
Komang,"Raim Laode",1,2022,8,16,158,4,137123880,5,6,1,1,18,134,0,0,70,35
DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,180,90,422,15,55,130,0,0,92,78
"Made You Look","Meghan Trainor",1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,0,0,84,88
"Watch This - ARIZONATEARS Pluggnb Remix","sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,0,0,21,0,0,130,0,0,69,36
"No Se Va","Grupo Frontera",1,2022,4,28,924,18,404887295,17,80,22,9,38,173,0,0,59,69
"Punto G",Quevedo,1,2022,11,4,1985,35,381161027,34,26,37,5,1,92,0,0,75,55
"Lovers Rock","TV Girl",1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,0,0,56,57
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,0,0,59,15
"Mami Chula","Quevedo, Jhayco",2,2023,4,27,875,4,61105704,17,13,27,0,43,120,0,0,80,33
"En Paris","El Chachito, Junior H",2,2022,12,24,406,5,198275403,3,31,2,1,0,139,0,0,70,77
"Set Me Free Pt.2",Jimin,1,2023,3,17,340,13,168448603,4,71,16,1,9,132,0,0,59,56
"I Was Never There","The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,0,0,32,17
"Don't ever say love me (feat. RM of BTS)","RM, Colde",2,2023,5,4,105,0,34502215,5,9,5,0,0,145,0,0,54,19
"Shut Down",BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,62,0,2,110,0,0,82,67
"Gato de Noche","Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,0,0,89,61
"Call Out My Name","The Weeknd",1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,0,0,45,17
"Like Crazy (English Version)",Jimin,1,2023,3,24,373,19,173627354,4,72,5,0,5,120,0,0,62,32
"Rosa Pastel","Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,8,77,2,1,1,123,0,0,70,86
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,0,131,0,0,77,84
"Lose Yourself - Soundtrack Version",Eminem,1,2002,1,1,32502,21,1829992958,247,54,"5,567",1,51,171,0,0,70,6
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,18,51,"1,005",0,0,130,0,0,80,64
"Mas Rica Que Ayer","Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,10,41,20,0,1,94,0,0,82,53
"People Pt.2 (feat. IU)","IU, Agust D",2,2023,4,7,209,4,95816024,4,45,11,2,24,89,0,0,73,44
"REMIX EXCLUSIVO",Feid,1,2023,3,17,1235,9,117206995,20,8,15,0,6,87,0,0,65,71
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,11,3,18,1,1,124,0,0,72,79
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,23,0,18,0,33,78,0,0,71,80
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432,190,104,147,18,63,120,0,0,70,70
"SORRY NOT SORRY","Tyler, The Creator",2,2023,3,31,709,0,58473276,8,1,13,0,0,96,0,0,48,50
HAPPY,NF,1,2023,3,25,660,0,52722996,22,7,11,0,78,106,0,0,73,22
"La Bebe","Yng Lvcas",1,2021,12,24,489,17,191945597,4,11,5,1,2,170,0,0,78,75
"I Know - PR1SVX Edit","Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,16,15,5,0,1,134,0,0,67,11
"Late Night Talking","Harry Styles",1,2022,5,20,7461,8,743693613,166,42,199,16,58,115,0,0,71,90
Leï¿½,"Marï¿½ï¿½lia Mendo",1,2022,12,9,993,4,267789608,30,84,88,1,28,130,0,0,74,79
"Save Your Tears (with Ariana Grande) (Remix)","Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,240,98,468,3,10,118,0,0,65,63
"Something in the Orange","Zach Bryan",1,2022,4,22,3282,12,449701773,67,84,46,16,117,110,0,0,59,22
VOID,"Melanie Martinez",1,2023,3,29,596,0,67070410,29,9,12,0,52,100,0,0,72,42
"Dijeron Que No La Iba Lograr","Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,5,48,2,1,9,142,0,0,70,76
"Midnight Rain","Taylor Swift",1,2022,10,21,2612,4,433356509,19,29,21,0,0,140,0,0,64,18
"If We Ever Broke Up","Mae Stephens",1,2023,2,10,2040,4,165584767,81,27,66,9,444,116,0,0,90,96
"You Proof","Morgan Wallen",1,2022,5,13,2128,9,367814306,37,88,9,0,14,120,0,0,73,64
"LA INOCENTE","Feid, Mora",2,2022,4,1,2598,37,477033549,28,57,43,8,85,92,0,0,76,46
"Malas Decisiones","Kenia OS",1,2022,10,26,542,2,156214700,23,2,21,0,0,110,0,0,81,64
"Murder In My Mind",Kordhell,1,2022,1,21,2459,20,448843705,20,68,50,0,22,120,0,0,71,57
"Gangsta's Paradise","Coolio, L.V.",2,1995,7,11,10624,17,1357608774,21,0,386,0,0,80,0,0,63,40
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,55,1,16,115,0,0,95,43
"I Love You So","The Walters",1,2014,11,28,7536,7,972164968,44,19,135,0,6,76,0,0,58,46
"Dark Red","Steve Lacy",1,2017,2,20,10431,7,920045682,71,53,181,0,10,172,0,0,60,77
"Say You Won't Let Go","James Arthur",1,2016,9,9,15722,16,2147483647,231,37,"1,509",0,13,99,0,0,40,45
"The Hills","The Weeknd",1,2015,5,27,25744,4,1947371785,122,94,"1,992",0,18,136,0,0,36,12
"Heart To Heart","Mac DeMarco",1,2019,5,10,1640,0,244658767,27,27,29,1,1,150,0,0,90,64
"Peaches (from The Super Mario Bros. Movie)","Jack Black",1,2023,4,7,34,0,68216992,0,0,0,0,0,92,0,0,71,41
"Marisola - Remix","Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,20,8,30,2,0,95,0,0,77,72
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,3,102,0,0,83,58
Low,SZA,1,2022,12,9,1911,0,272377463,23,71,14,0,9,145,0,0,70,34
Numb,"Linkin Park",1,2003,3,24,20111,5,1361425037,39,0,"7,341",0,0,110,0,0,50,24
"Tormenta (feat. Bad Bunny)","Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,32,18,39,2,0,95,0,0,64,30
"on the street (with J. Cole)","j-hope, J. Cole",2,2023,3,3,615,2,116599790,22,82,8,0,9,94,0,0,68,81
"One Thing At A Time","Morgan Wallen",1,2022,12,2,811,4,148469433,11,58,5,0,21,142,0,0,61,92
"Miss You","Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,108,16,197,3,165,145,0,0,59,20
"Ainï¿½ï¿½ï¿½t Tha","Morgan Wallen",1,2023,3,3,356,4,88791109,4,20,0,0,0,121,0,0,64,67
"Thinkinï¿½ï¿½ï¿½ B","Morgan Wallen",1,2023,3,3,604,6,125917280,22,101,0,0,66,140,0,0,66,43
"Private Landing (feat. Justin Bieber & Future)","Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,18,0,19,137,0,0,84,44
"Everything I Love","Morgan Wallen",1,2023,1,31,579,0,95623148,11,54,0,0,103,104,0,0,56,72
Heaven,"Niall Horan",1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,0,0,57,68
"LET GO","Central Cee",1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,0,0,74,51
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,23,120,0,0,56,20
"I Wrote The Book","Morgan Wallen",1,2023,1,31,430,0,83021468,15,17,0,0,0,144,0,0,68,83
"Apna Bana Le (From "Bhediya")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,11,101,0,0,48,94,0,0,59,44
"SPIT IN MY FACE!",ThxSoMch,1,2022,10,31,629,14,303216294,32,3,9,0,0,94,0,0,73,65
"PLAYA DEL INGLï¿½","Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,47,113,0,0,79,66
"Man Made A Bar (feat. Eric Church)","Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,1,0,0,148,0,0,50,49
"Red Ruby Da Sleeze","Nicki Minaj",1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,0,0,70,29
"Kahani Suno 2.0","Kaifi Khalil",1,2022,5,31,162,6,156777415,1,10,1,0,1,140,0,0,58,26
"Nobody Gets Me",SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,0,0,36,28
"PERO Tï¿","Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,0,0,86,68
"Hype Boy",NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,7,100,0,0,59,78
"Bloody Mary","Lady Gaga",1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,0,0,59,49
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,19,132,0,0,87,82
"ýýý98 Braves","Morgan Wallen",1,2023,3,3,282,0,56533272,6,15,0,0,0,142,0,0,49,48
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,7,176,0,0,72,96
"Thought You Should Know","Morgan Wallen",1,2022,5,6,968,4,203221468,16,53,1,0,61,140,0,0,53,51
"In The End","Linkin Park",1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,0,105,0,0,55,40
"Zona De Perigo","Leo Santana",1,2022,12,8,531,4,134294498,20,1,71,2,0,135,0,0,81,97
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,13,0,4,128,0,0,82,61
"I Like You (A Happier Song) (with Doja Cat)","Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,38,101,0,0,74,43
Neverita,"Bad Bunny",1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,0,0,88,43
"Vista Al Mar",Quevedo,1,2022,9,8,1769,34,362361576,16,19,21,3,4,105,0,0,76,49
"Sem Alianï¿½ï¿½a no ","MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,21,0,1,83,0,0,53,40
"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,10,77,0,0,72,59
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,0,0,75,18
"Bombonzinho - Ao Vivo","Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,0,0,65,72
"LA CANCIï¿½","J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,5,176,0,0,75,43
"Quï¿½ï¿½ Ago","Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,52,98,0,0,73,88
"Love Again","The Kid Laroi",1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,0,0,66,47
"After Hours","The Weeknd",1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,0,0,66,16
"About Damn Time",Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,0,109,0,0,84,72
"Born With A Beer In My Hand","Morgan Wallen",1,2023,3,3,203,0,34450974,5,9,0,0,0,148,0,0,53,61
ýýýýýýýýýýýýýýýýýýýýý,"Fujii Kaze",1,2020,5,20,685,14,403097450,24,94,9,0,23,158,0,0,60,52
"Besos Moja2","Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,0,0,74,64
"Maan Meri Jaan",King,1,2022,10,12,288,6,319566866,11,80,1,0,8,96,0,0,70,40
"Moscow Mule","Bad Bunny",1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,0,0,80,29
"My Universe","Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,0,0,58,42
"Devil Donï¿½ï¿½ï¿½","Morgan Wallen",1,2023,3,3,166,0,32526947,2,10,0,0,0,125,0,0,53,32
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,105,41,114,1,59,170,0,0,56,56
"I'm Not Here To Make Friends","Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,86,1,49,0,9,115,0,0,70,84
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,0,0,64,25
ANTIFRAGILE,"LE SSERAFIM",1,2022,10,17,761,12,301051721,23,95,11,0,3,105,0,0,88,82
"Boy's a liar",PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,28,13,0,133,0,0,66,74
"VIBE (feat. Jimin of BTS)","TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,21,1,15,100,0,0,79,60
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,0,0,82,55
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By",Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,41,177,0,0,25,17
"STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",1,2022,9,22,2616,0,332506354,113,17,208,0,192,142,0,0,64,31
"Sex, Drugs, Etc.","Beach Weather",1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,0,0,57,47
"Boy With Luv (feat. Halsey)","Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,1,120,0,0,65,80
"Hey, Mickey!","Baby Tate",1,2016,9,27,482,0,122763672,9,1,12,4,3,135,0,0,92,73
"Calm Down",Rï¿½ï,1,2022,2,9,4013,10,445763624,107,44,750,22,0,107,0,0,81,82
"Jhoome Jo Pathaan","Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,13,78,2,0,0,105,0,0,82,62
"Escapism. - Sped Up","RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,11,0,8,108,0,0,44,38
"Space Song","Beach House",1,2015,1,1,17852,4,789753877,69,76,335,0,0,147,0,0,51,62
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,35,0,21,115,0,0,71,34
"Te Felicito","Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,1,174,0,0,70,57
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,53,2,0,90,0,0,68,83
TV,"Billie Eilish",1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,0,0,41,9
"I'm Not The Only One","Sam Smith",1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,30,82,0,0,68,50
Heather,"Conan Gray",1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,0,0,47,25
"Besharam Rang (From "Pathaan")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,21,79,2,0,0,116,0,0,77,65
"One Kiss (with Dua Lipa)","Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,"2,726",6,0,124,0,0,79,59
"Sugar Rush Ride","TOMORROW X TOGETHER",1,2023,1,27,359,0,107642809,12,56,13,0,13,125,0,0,71,83
"Pink Venom",BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,13,90,0,0,80,71
"WAIT FOR U (feat. Drake & Tems)","Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,35,83,0,0,46,34
"Don't Start Now","Dua Lipa",1,2019,10,31,27119,0,2147483647,532,77,"1,535",3,8,124,0,0,79,68
"After Dark",Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,0,0,58,4
"Eu Gosto Assim - Ao Vivo","Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,27,64,66,1,4,154,0,0,64,61
"INDUSTRY BABY (feat. Jack Harlow)","Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,690,0,0,150,0,0,74,89
"MIDDLE OF THE NIGHT","Elley Duhï¿",1,2020,1,10,4057,8,872137015,78,21,240,1,52,186,0,0,41,9
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,32,166,0,0,40,23
"PUNTO 40","Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,0,107,0,0,87,20
"Evoque Prata","DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,0,87,0,0,87,52
"How Do I Say Goodbye","Dean Lewis",1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,0,0,40,39
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,0,0,46,60
"Die For You",Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,0,0,47,15
Doja,"Central Cee",1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,0,0,91,97
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,0,0,90,76
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,27,0,1,140,0,0,81,6
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,0,0,49,24
Yonaguni,"Bad Bunny",1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,0,0,64,44
"Super Freaky Girl","Nicki Minaj",1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,0,0,95,91
"Running Up That Hill (A Deal With God)","Kate Bush",1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,0,0,63,20
"Dream On",Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,0,0,39,24
Limbo,"Freddie Dredd",1,2022,8,11,688,0,199386237,14,1,17,0,2,75,0,0,80,46
"Where Are You Now","Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,0,0,67,26
"WORTH NOTHING","Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,0,0,58,17
"Bad Habits","Ed Sheeran",1,2020,9,3,12755,8,1555511105,344,97,945,15,0,126,0,0,81,59
"KICK BACK","Kenshi Yonezu",1,2022,10,12,574,4,210038833,38,101,26,0,0,102,0,0,58,29
"Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A","Omar Apollo",1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,0,0,70,31
"Good Days",SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,0,0,46,53
"Levitating (feat. DaBaby)","Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,0,0,70,92
Woman,"Doja Cat",1,2021,6,25,9424,0,1329090101,202,50,463,4,0,108,0,0,82,88
"Shut up My Moms Calling - (Sped Up)","Hotel Ugly",1,2022,9,14,713,7,181831132,2,4,6,0,0,85,0,0,65,36
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,0,0,84,70
"You're On Your Own, Kid","Taylor Swift",1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,0,0,69,40
"Kesariya (From "Brahmastra")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,0,94,0,0,58,44
"Agudo Mï¿½ï¿½gi","Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,4,0,14,0,0,130,0,0,65,49
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,0,110,0,0,74,51
"All I Want for Christmas Is You","Mariah Carey",1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,0,150,0,0,34,33
"Last Christmas",Wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,0,107,0,0,74,88
"Rockin' Around The Christmas Tree","Brenda Lee",1,1958,1,1,14994,0,769213520,191,168,206,0,0,140,0,0,70,85
"Jingle Bell Rock","Bobby Helms",1,1957,1,1,10326,0,741301563,165,99,104,0,0,119,0,0,74,78
"It's Beginning To Look A Lot Like Christmas","Michael Bublï¿",1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,0,0,35,38
"Santa Tell Me","Ariana Grande",1,2013,12,13,9408,0,834129063,231,106,439,0,0,133,0,0,46,53
"It's the Most Wonderful Time of the Year","Andy Williams",1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,0,0,24,76
"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,0,0,45,72
